source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[compound treatment]	factor value[temperature]
BJ Ras SV40 cell DMSO CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	37 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	41 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	44 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	47 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	50 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	53 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	56 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	59 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	63 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr05_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	5	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	67 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	37 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	41 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	44 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	47 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	50 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	53 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	56 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	59 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	63 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr06_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	67 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	37 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	41 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	44 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	47 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	50 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	53 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	56 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	59 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	63 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr07_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	67 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 37 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=126	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	37 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 41 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	41 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 44 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=127C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	44 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 47 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	47 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 50 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=128C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	50 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 53 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	53 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 56 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=129C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	56 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 59 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130N	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	59 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 63 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=130C	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	63 C
BJ Ras SV40 cell DMSO CETSA replicate 1, 67 C	Homo sapiens	cell culture	fibroblast	1	DMSO1_fr08_131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 10-plex;AC=MS:1002010;CN=131	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	HF1_201501212_GM_RJ1511D_TMT10_hpHRP_DMSO1_2p5ug_4uL_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	DMSO	67 C
